caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:05:17,2020-08-17 14:10:44,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 14:35:41,2020-08-17 14:39:54,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 14:39:54,2020-08-17 14:43:27,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 14:43:27,2020-08-17 14:47:21,Role 5,6,1.03733749349974,0
1,C,2020-08-17 14:47:21,2020-08-17 14:54:14,Role 5,6,1.0390015600624025,0
1,D,2020-08-17 14:54:14,2020-08-17 15:03:27,Role 5,6,1.040665626625065,0
1,H,2020-08-17 15:03:27,2020-08-17 15:07:53,Role 5,6,1.0451378055122205,0
2,A,2020-08-17 15:35:33,2020-08-17 15:41:00,Role 5,7,1.0431617264690587,0
2,B,2020-08-17 16:06:40,2020-08-17 16:10:52,Role 5,7,1.0436817472698907,0
2,E,2020-08-17 16:10:52,2020-08-17 16:14:24,Role 5,7,1.0422256890275612,0
2,F,2020-08-17 16:14:24,2020-08-17 16:18:18,Role 5,7,1.03733749349974,0
3,A,2020-08-17 16:18:18,2020-08-17 16:23:45,Role 5,8,1.0431617264690587,0
2,C,2020-08-17 16:23:45,2020-08-17 16:30:39,Role 5,8,1.0390015600624025,1
1,G,2020-08-17 16:30:39,2020-08-17 16:31:45,Role 5,6,1.0420176807072283,0
2,D,2020-08-17 16:31:45,2020-08-17 16:41:03,Role 5,8,1.040665626625065,1
2,H,2020-08-17 16:41:03,2020-08-17 16:45:28,Role 5,8,1.0451378055122205,0
3,B,2020-08-17 16:53:06,2020-08-17 16:57:18,Role 5,8,1.0436817472698907,1
3,E,2020-08-17 16:57:18,2020-08-17 17:00:50,Role 5,8,1.0422256890275612,0
1,I,2020-08-17 17:00:50,2020-08-17 17:08:09,Role 5,8,1.0636505460218408,1
3,F,2020-08-17 17:08:09,2020-08-17 17:12:03,Role 5,8,1.03733749349974,1
3,C,2020-08-17 17:12:03,2020-08-17 17:18:58,Role 5,8,1.0390015600624025,0
3,D,2020-08-17 17:18:58,2020-08-17 17:28:21,Role 5,8,1.040665626625065,0
1,J,2020-08-17 17:28:21,2020-08-17 17:31:15,Role 5,8,1.3449817992719708,1
3,H,2020-08-17 17:31:15,2020-08-17 17:35:40,Role 5,8,1.0451378055122205,1
1,P,2020-08-17 17:42:29,2020-08-17 17:45:26,Role 5,8,1.0064482579303171,1
1,Q,2020-08-17 17:50:19,2020-08-17 18:01:20,Role 2,8,1.0520020800832033,0
4,A,2020-08-17 17:59:58,2020-08-17 18:05:16,Role 5,9,1.0431617264690587,0
1,R,2020-08-17 18:03:12,2020-08-17 18:08:34,Role 2,9,1.311804472178887,0
2,G,2020-08-17 18:07:51,2020-08-17 18:09:01,Role 5,8,1.0420176807072283,0
1,S,2020-08-17 18:09:14,2020-08-17 18:12:17,Role 2,9,1.0640665626625065,0
1,T,2020-08-17 18:12:59,2020-08-17 18:14:27,Role 2,9,1.0728029121164846,0
4,B,2020-08-17 18:29:45,2020-08-17 18:33:56,Role 5,9,1.0436817472698907,0
4,E,2020-08-17 18:33:56,2020-08-17 18:37:28,Role 5,8,1.0422256890275612,0
2,I,2020-08-17 18:37:28,2020-08-17 18:44:56,Role 5,9,1.0636505460218408,0
4,F,2020-08-17 18:44:56,2020-08-17 18:48:50,Role 5,8,1.03733749349974,1
5,A,2020-08-17 18:48:50,2020-08-17 18:54:17,Role 5,9,1.0431617264690587,1
4,C,2020-08-17 18:54:17,2020-08-17 19:01:04,Role 5,9,1.0390015600624025,1
2,J,2020-08-17 19:01:04,2020-08-17 19:04:08,Role 5,9,1.3449817992719708,2
3,G,2020-08-17 19:04:08,2020-08-17 19:05:12,Role 5,8,1.0420176807072283,0
4,D,2020-08-17 19:05:12,2020-08-17 19:14:22,Role 5,9,1.040665626625065,2
4,H,2020-08-17 19:14:22,2020-08-17 19:18:39,Role 5,9,1.0451378055122205,0
2,P,2020-08-17 19:18:39,2020-08-17 19:21:43,Role 5,9,1.0064482579303171,2
5,B,2020-08-17 19:24:25,2020-08-17 19:28:36,Role 5,9,1.0436817472698907,1
5,E,2020-08-17 19:28:36,2020-08-17 19:32:08,Role 5,9,1.0422256890275612,0
