caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:40:56,2020-08-17 14:46:23,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 15:11:20,2020-08-17 15:15:33,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 15:15:33,2020-08-17 15:19:05,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 15:19:05,2020-08-17 15:22:59,Role 5,6,1.03733749349974,0
1,C,2020-08-17 15:22:59,2020-08-17 15:29:52,Role 5,6,1.0390015600624025,0
1,D,2020-08-17 15:29:52,2020-08-17 15:39:06,Role 5,6,1.040665626625065,0
1,H,2020-08-17 15:39:06,2020-08-17 15:43:31,Role 5,6,1.0451378055122205,0
2,A,2020-08-17 15:53:52,2020-08-17 15:59:19,Role 5,7,1.0431617264690587,0
2,B,2020-08-17 16:24:59,2020-08-17 16:29:11,Role 5,7,1.0436817472698907,0
2,E,2020-08-17 16:29:11,2020-08-17 16:32:43,Role 5,7,1.0422256890275612,0
2,F,2020-08-17 16:32:43,2020-08-17 16:36:37,Role 5,7,1.03733749349974,0
2,C,2020-08-17 16:36:37,2020-08-17 16:43:31,Role 5,7,1.0390015600624025,0
2,D,2020-08-17 16:43:31,2020-08-17 16:52:50,Role 5,7,1.040665626625065,0
3,A,2020-08-17 16:52:50,2020-08-17 16:58:17,Role 5,8,1.0431617264690587,0
2,H,2020-08-17 16:58:17,2020-08-17 17:02:42,Role 5,8,1.0451378055122205,1
1,G,2020-08-17 17:04:59,2020-08-17 17:06:04,Role 5,6,1.0420176807072283,0
3,B,2020-08-17 17:27:38,2020-08-17 17:31:50,Role 5,8,1.0436817472698907,1
3,E,2020-08-17 17:31:50,2020-08-17 17:35:22,Role 5,8,1.0422256890275612,0
1,I,2020-08-17 17:35:22,2020-08-17 17:42:38,Role 5,8,1.0636505460218408,0
3,F,2020-08-17 17:42:38,2020-08-17 17:46:32,Role 5,8,1.03733749349974,1
3,C,2020-08-17 17:46:32,2020-08-17 17:53:26,Role 5,8,1.0390015600624025,0
4,A,2020-08-17 17:53:26,2020-08-17 17:58:53,Role 5,9,1.0431617264690587,0
3,D,2020-08-17 17:58:53,2020-08-17 18:08:17,Role 5,9,1.040665626625065,1
1,J,2020-08-17 18:08:17,2020-08-17 18:11:11,Role 5,8,1.3449817992719708,1
3,H,2020-08-17 18:11:11,2020-08-17 18:15:36,Role 5,9,1.0451378055122205,1
5,A,2020-08-17 18:15:36,2020-08-17 18:21:03,Role 5,10,1.0431617264690587,1
1,K,2020-08-17 18:22:31,2020-08-17 18:25:29,Role 5,10,1.0498179927197089,2
2,G,2020-08-17 18:25:29,2020-08-17 18:26:33,Role 5,8,1.0420176807072283,0
4,B,2020-08-17 18:29:01,2020-08-17 18:33:13,Role 5,9,1.0436817472698907,2
4,E,2020-08-17 18:33:13,2020-08-17 18:36:45,Role 5,10,1.0422256890275612,0
4,F,2020-08-17 18:36:45,2020-08-17 18:40:39,Role 5,10,1.03733749349974,0
1,M,2020-08-17 18:40:39,2020-08-17 18:43:37,Role 5,10,1.015600624024961,1
4,C,2020-08-17 18:43:37,2020-08-17 18:50:33,Role 5,10,1.0390015600624025,1
4,D,2020-08-17 18:50:33,2020-08-17 19:00:44,Role 5,10,1.040665626625065,0
5,B,2020-08-17 19:00:44,2020-08-17 19:04:56,Role 5,10,1.0436817472698907,0
2,I,2020-08-17 19:04:56,2020-08-17 19:12:29,Role 5,10,1.0636505460218408,0
4,H,2020-08-17 19:12:29,2020-08-17 19:17:01,Role 5,10,1.0451378055122205,2
5,E,2020-08-17 19:17:01,2020-08-17 19:20:33,Role 5,10,1.0422256890275612,2
5,F,2020-08-17 19:20:33,2020-08-17 19:24:30,Role 5,10,1.03733749349974,0
2,J,2020-08-17 19:24:30,2020-08-17 19:27:12,Role 5,10,1.3449817992719708,2
5,C,2020-08-17 19:27:12,2020-08-17 19:34:36,Role 5,10,1.0390015600624025,1
5,D,2020-08-17 19:34:36,2020-08-17 19:44:44,Role 5,10,1.040665626625065,0
2,P,2020-08-17 19:44:44,2020-08-17 19:47:32,Role 5,10,1.0064482579303171,1
3,G,2020-08-17 19:47:32,2020-08-17 19:48:27,Role 5,10,1.0420176807072283,1
5,H,2020-08-17 19:48:27,2020-08-17 19:53:02,Role 5,10,1.0451378055122205,2
6,A,2020-08-17 19:56:18,2020-08-17 20:01:40,Role 5,11,1.0431617264690587,0
2,Q,2020-08-17 19:52:58,2020-08-17 20:07:52,Role 2,10,1.0520020800832033,0
2,R,2020-08-17 20:11:02,2020-08-17 20:16:04,Role 2,11,1.311804472178887,0
1,U,2020-08-17 18:45:09,2020-08-17 20:21:00,Role 4,10,1.022464898595944,0
2,S,2020-08-17 20:17:43,2020-08-17 20:21:37,Role 2,11,1.0640665626625065,0
3,I,2020-08-17 20:14:38,2020-08-17 20:22:21,Role 5,10,1.0636505460218408,1
2,T,2020-08-17 20:22:40,2020-08-17 20:24:34,Role 2,11,1.0728029121164846,0
1,V,2020-08-17 20:21:00,2020-08-17 20:25:10,Role 4,11,1.0934997399895996,0
2,I,2020-08-17 20:26:53,2020-08-17 20:28:57,Role 5,11,1.0636505460218408,0
2,J,2020-08-17 20:32:21,2020-08-17 20:34:01,Role 5,11,1.3449817992719708,0
3,J,2020-08-17 20:34:01,2020-08-17 20:36:57,Role 5,11,1.3449817992719708,0
6,B,2020-08-17 20:36:57,2020-08-17 20:41:08,Role 5,11,1.0436817472698907,0
2,P,2020-08-17 20:41:08,2020-08-17 20:44:58,Role 5,11,1.0064482579303171,1
6,E,2020-08-17 20:44:58,2020-08-17 20:48:30,Role 5,11,1.0422256890275612,1
4,G,2020-08-17 20:48:30,2020-08-17 20:49:33,Role 5,10,1.0420176807072283,1
3,K,2020-08-17 20:49:33,2020-08-17 20:52:55,Role 5,11,1.0498179927197089,1
2,Q,2020-08-17 20:47:06,2020-08-17 20:56:44,Role 2,11,1.0520020800832033,0
6,F,2020-08-17 20:52:55,2020-08-17 20:56:53,Role 5,11,1.03733749349974,2
6,C,2020-08-17 20:56:53,2020-08-17 21:04:04,Role 5,11,1.0390015600624025,0
2,R,2020-08-17 20:57:39,2020-08-17 21:05:29,Role 2,11,1.311804472178887,0
2,S,2020-08-17 21:05:48,2020-08-17 21:10:05,Role 2,11,1.0640665626625065,0
2,T,2020-08-17 21:10:43,2020-08-17 21:12:44,Role 2,11,1.0728029121164846,0
6,D,2020-08-17 21:04:04,2020-08-17 21:13:41,Role 5,11,1.040665626625065,0
3,N,2020-08-17 21:13:41,2020-08-17 21:17:01,Role 5,11,1.0142485699427977,1
6,H,2020-08-17 21:17:01,2020-08-17 21:21:31,Role 5,11,1.0451378055122205,1
2,I,2020-08-17 21:21:31,2020-08-17 21:23:03,Role 5,11,1.0636505460218408,1
4,I,2020-08-17 21:23:03,2020-08-17 21:31:11,Role 5,11,1.0636505460218408,2
5,G,2020-08-17 21:31:11,2020-08-17 21:32:23,Role 5,10,1.0420176807072283,0
2,J,2020-08-17 21:32:23,2020-08-17 21:34:16,Role 5,11,1.3449817992719708,1
2,P,2020-08-17 21:39:01,2020-08-17 21:42:53,Role 5,11,1.0064482579303171,0
1,X,2020-08-17 20:25:10,2020-08-17 21:46:01,Role 4,11,1.0172646905876235,0
4,J,2020-08-17 21:42:56,2020-08-17 21:46:15,Role 5,11,1.3449817992719708,2
1,R,2020-08-17 21:46:18,2020-08-17 21:51:43,Role 2,11,1.311804472178887,0
2,Q,2020-08-17 21:45:06,2020-08-17 21:54:57,Role 2,11,1.0520020800832033,0
1,S,2020-08-17 21:52:01,2020-08-17 21:56:27,Role 2,11,1.0640665626625065,0
1,T,2020-08-17 21:56:38,2020-08-17 21:58:50,Role 2,11,1.0728029121164846,0
