caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:41:59,2020-08-17 14:47:26,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 15:12:23,2020-08-17 15:16:36,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 15:16:36,2020-08-17 15:20:08,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 15:20:08,2020-08-17 15:24:02,Role 5,6,1.03733749349974,0
1,C,2020-08-17 15:24:02,2020-08-17 15:30:55,Role 5,6,1.0390015600624025,0
1,D,2020-08-17 15:30:55,2020-08-17 15:40:09,Role 5,6,1.040665626625065,0
1,H,2020-08-17 15:40:09,2020-08-17 15:44:34,Role 5,6,1.0451378055122205,0
2,A,2020-08-17 17:00:40,2020-08-17 17:06:07,Role 5,7,1.0431617264690587,0
1,G,2020-08-17 17:06:07,2020-08-17 17:07:12,Role 5,6,1.0420176807072283,0
2,B,2020-08-17 17:31:47,2020-08-17 17:35:59,Role 5,7,1.0436817472698907,1
1,I,2020-08-17 17:35:59,2020-08-17 17:43:15,Role 5,7,1.0636505460218408,0
2,E,2020-08-17 17:43:15,2020-08-17 17:46:47,Role 5,7,1.0422256890275612,1
2,F,2020-08-17 17:46:47,2020-08-17 17:50:40,Role 5,7,1.03733749349974,0
2,C,2020-08-17 17:50:40,2020-08-17 17:57:33,Role 5,7,1.0390015600624025,0
1,J,2020-08-17 17:57:33,2020-08-17 18:00:25,Role 5,7,1.3449817992719708,1
2,D,2020-08-17 18:00:25,2020-08-17 18:09:45,Role 5,7,1.040665626625065,1
2,H,2020-08-17 18:09:45,2020-08-17 18:14:08,Role 5,7,1.0451378055122205,0
1,P,2020-08-17 18:14:08,2020-08-17 18:17:02,Role 5,7,1.0064482579303171,1
1,Q,2020-08-17 18:21:53,2020-08-17 18:32:41,Role 2,7,1.0520020800832033,0
1,R,2020-08-17 18:35:11,2020-08-17 18:40:07,Role 2,7,1.311804472178887,0
1,S,2020-08-17 18:41:49,2020-08-17 18:45:08,Role 2,7,1.0640665626625065,0
3,A,2020-08-17 18:41:17,2020-08-17 18:46:44,Role 5,8,1.0431617264690587,0
1,T,2020-08-17 18:45:55,2020-08-17 18:47:34,Role 2,8,1.0728029121164846,0
3,B,2020-08-17 19:12:28,2020-08-17 19:16:40,Role 5,8,1.0436817472698907,0
3,E,2020-08-17 19:16:40,2020-08-17 19:20:12,Role 5,7,1.0422256890275612,0
4,A,2020-08-17 19:20:12,2020-08-17 19:25:39,Role 5,8,1.0431617264690587,0
3,F,2020-08-17 19:25:39,2020-08-17 19:29:32,Role 5,8,1.03733749349974,1
3,C,2020-08-17 19:29:32,2020-08-17 19:36:26,Role 5,8,1.0390015600624025,0
2,G,2020-08-17 19:36:26,2020-08-17 19:37:29,Role 5,7,1.0420176807072283,1
3,D,2020-08-17 19:37:29,2020-08-17 19:46:54,Role 5,8,1.040665626625065,1
3,H,2020-08-17 19:46:54,2020-08-17 19:51:16,Role 5,8,1.0451378055122205,0
4,B,2020-08-17 19:55:00,2020-08-17 19:59:12,Role 5,8,1.0436817472698907,1
4,E,2020-08-17 19:59:12,2020-08-17 20:02:44,Role 5,8,1.0422256890275612,0
4,F,2020-08-17 20:02:44,2020-08-17 20:06:37,Role 5,8,1.03733749349974,0
5,A,2020-08-17 20:06:37,2020-08-17 20:12:04,Role 5,9,1.0431617264690587,0
2,I,2020-08-17 20:12:04,2020-08-17 20:19:11,Role 5,8,1.0636505460218408,1
4,C,2020-08-17 20:19:11,2020-08-17 20:26:05,Role 5,9,1.0390015600624025,2
4,D,2020-08-17 20:26:05,2020-08-17 20:35:33,Role 5,9,1.040665626625065,0
2,J,2020-08-17 20:35:33,2020-08-17 20:38:24,Role 5,9,1.3449817992719708,1
4,H,2020-08-17 20:38:24,2020-08-17 20:42:46,Role 5,9,1.0451378055122205,1
5,B,2020-08-17 20:42:46,2020-08-17 20:46:57,Role 5,9,1.0436817472698907,2
5,E,2020-08-17 20:46:57,2020-08-17 20:50:29,Role 5,9,1.0422256890275612,0
2,P,2020-08-17 20:50:29,2020-08-17 20:53:22,Role 5,9,1.0064482579303171,1
5,F,2020-08-17 20:53:22,2020-08-17 20:57:15,Role 5,9,1.03733749349974,1
5,C,2020-08-17 20:57:15,2020-08-17 21:04:10,Role 5,9,1.0390015600624025,0
6,A,2020-08-17 21:04:10,2020-08-17 21:09:28,Role 5,10,1.0431617264690587,0
2,Q,2020-08-17 20:58:18,2020-08-17 21:10:22,Role 2,9,1.0520020800832033,0
2,R,2020-08-17 21:12:16,2020-08-17 21:17:18,Role 2,10,1.311804472178887,0
5,D,2020-08-17 21:09:28,2020-08-17 21:18:52,Role 5,10,1.040665626625065,1
3,G,2020-08-17 21:18:52,2020-08-17 21:20:00,Role 5,8,1.0420176807072283,0
2,S,2020-08-17 21:17:58,2020-08-17 21:21:24,Role 2,10,1.0640665626625065,0
2,T,2020-08-17 21:21:37,2020-08-17 21:23:32,Role 2,10,1.0728029121164846,0
5,H,2020-08-17 21:20:00,2020-08-17 21:24:21,Role 5,10,1.0451378055122205,1
2,I,2020-08-17 21:24:59,2020-08-17 21:27:02,Role 5,10,1.0636505460218408,0
2,J,2020-08-17 21:29:17,2020-08-17 21:30:34,Role 5,10,1.3449817992719708,0
2,P,2020-08-17 21:33:23,2020-08-17 21:37:07,Role 5,10,1.0064482579303171,0
6,B,2020-08-17 21:37:19,2020-08-17 21:41:29,Role 5,10,1.0436817472698907,1
6,E,2020-08-17 21:41:29,2020-08-17 21:45:00,Role 5,10,1.0422256890275612,0
6,F,2020-08-17 21:45:00,2020-08-17 21:48:53,Role 5,10,1.03733749349974,0
2,Q,2020-08-17 21:37:47,2020-08-17 21:49:11,Role 2,10,1.0520020800832033,0
6,C,2020-08-17 21:48:53,2020-08-17 21:55:35,Role 5,10,1.0390015600624025,0
2,R,2020-08-17 21:49:11,2020-08-17 21:57:57,Role 2,10,1.311804472178887,0
3,I,2020-08-17 21:55:35,2020-08-17 22:02:48,Role 5,10,1.0636505460218408,1
2,S,2020-08-17 21:57:57,2020-08-17 22:03:04,Role 2,10,1.0640665626625065,0
2,T,2020-08-17 22:03:04,2020-08-17 22:04:59,Role 2,11,1.0728029121164846,0
6,D,2020-08-17 22:02:48,2020-08-17 22:11:52,Role 5,10,1.040665626625065,1
7,A,2020-08-17 22:11:52,2020-08-17 22:17:19,Role 5,11,1.0431617264690587,1
4,G,2020-08-17 22:17:19,2020-08-17 22:18:19,Role 5,9,1.0420176807072283,1
2,I,2020-08-17 22:18:19,2020-08-17 22:19:34,Role 5,11,1.0636505460218408,1
6,H,2020-08-17 22:19:34,2020-08-17 22:23:48,Role 5,11,1.0451378055122205,3
3,J,2020-08-17 22:23:48,2020-08-17 22:26:55,Role 5,11,1.3449817992719708,2
2,J,2020-08-17 22:26:55,2020-08-17 22:28:08,Role 5,11,1.3449817992719708,2
2,P,2020-08-17 22:31:06,2020-08-17 22:34:53,Role 5,11,1.0064482579303171,0
3,P,2020-08-17 22:38:35,2020-08-17 22:41:57,Role 5,11,1.0064482579303171,1
2,Q,2020-08-17 22:35:34,2020-08-17 22:46:58,Role 2,11,1.0520020800832033,0
4,I,2020-08-17 22:44:55,2020-08-17 22:51:57,Role 5,11,1.0636505460218408,3
7,B,2020-08-17 22:51:57,2020-08-17 22:56:00,Role 5,11,1.0436817472698907,4
2,R,2020-08-17 22:46:58,2020-08-17 22:56:02,Role 2,11,1.311804472178887,0
5,G,2020-08-17 22:56:00,2020-08-17 22:57:17,Role 5,10,1.0420176807072283,0
3,Q,2020-08-17 22:47:49,2020-08-17 23:00:26,Role 2,11,1.0520020800832033,0
2,S,2020-08-17 22:56:02,2020-08-17 23:00:46,Role 2,11,1.0640665626625065,0
7,E,2020-08-17 22:57:17,2020-08-17 23:00:48,Role 5,11,1.0422256890275612,1
2,T,2020-08-17 23:00:46,2020-08-17 23:02:36,Role 2,11,1.0728029121164846,0
7,F,2020-08-17 23:00:48,2020-08-17 23:04:41,Role 5,11,1.03733749349974,0
2,I,2020-08-17 23:04:41,2020-08-17 23:06:09,Role 5,11,1.0636505460218408,0
3,R,2020-08-17 23:03:00,2020-08-17 23:08:17,Role 2,11,1.311804472178887,0
3,S,2020-08-17 23:08:56,2020-08-17 23:12:47,Role 2,11,1.0640665626625065,0
7,C,2020-08-17 23:06:09,2020-08-17 23:12:54,Role 5,11,1.0390015600624025,1
3,T,2020-08-17 23:12:49,2020-08-17 23:14:42,Role 2,11,1.0728029121164846,0
4,J,2020-08-17 23:12:54,2020-08-17 23:16:06,Role 5,11,1.3449817992719708,2
2,J,2020-08-17 23:16:06,2020-08-17 23:17:43,Role 5,11,1.3449817992719708,2
7,D,2020-08-17 23:17:43,2020-08-17 23:26:38,Role 5,11,1.040665626625065,2
2,P,2020-08-17 23:26:38,2020-08-17 23:30:29,Role 5,10,1.0064482579303171,1
7,H,2020-08-17 23:30:29,2020-08-17 23:34:38,Role 5,10,1.0451378055122205,1
2,Q,2020-08-17 23:31:09,2020-08-17 23:41:59,Role 2,10,1.0520020800832033,0
5,I,2020-08-17 23:34:38,2020-08-17 23:42:17,Role 5,11,1.0636505460218408,1
4,K,2020-08-17 23:42:17,2020-08-17 23:45:41,Role 5,10,1.0498179927197089,2
6,G,2020-08-17 23:48:35,2020-08-17 23:49:44,Role 5,11,1.0420176807072283,2
2,R,2020-08-17 23:41:59,2020-08-17 23:49:59,Role 2,10,1.311804472178887,0
2,S,2020-08-17 23:49:59,2020-08-17 23:54:08,Role 2,10,1.0640665626625065,0
2,T,2020-08-17 23:54:08,2020-08-17 23:55:39,Role 2,10,1.0728029121164846,0
5,J,2020-08-17 23:55:08,2020-08-17 23:58:42,Role 5,10,1.3449817992719708,1
2,I,2020-08-17 23:58:42,2020-08-17 23:59:44,Role 5,10,1.0636505460218408,0
4,M,2020-08-17 23:59:44,2020-08-18 00:03:01,Role 5,10,1.015600624024961,0
2,J,2020-08-18 00:03:01,2020-08-18 00:04:14,Role 5,10,1.3449817992719708,1
2,P,2020-08-18 00:05:53,2020-08-18 00:09:54,Role 5,10,1.0064482579303171,0
5,P,2020-08-18 00:10:38,2020-08-18 00:15:14,Role 5,10,1.0064482579303171,1
2,Q,2020-08-18 00:10:34,2020-08-18 00:24:12,Role 2,10,1.0520020800832033,0
6,I,2020-08-18 00:19:41,2020-08-18 00:28:35,Role 5,10,1.0636505460218408,0
2,R,2020-08-18 00:24:12,2020-08-18 00:33:48,Role 2,10,1.311804472178887,0
2,S,2020-08-18 00:33:48,2020-08-18 00:38:31,Role 2,10,1.0640665626625065,0
2,T,2020-08-18 00:38:31,2020-08-18 00:40:55,Role 2,10,1.0728029121164846,0
6,J,2020-08-18 00:38:16,2020-08-18 00:43:21,Role 5,10,1.3449817992719708,0
2,I,2020-08-18 00:43:50,2020-08-18 00:45:43,Role 5,10,1.0636505460218408,0
5,Q,2020-08-18 00:19:52,2020-08-18 00:47:44,Role 2,10,2.0520020800832035,0
2,J,2020-08-18 00:48:07,2020-08-18 00:50:12,Role 5,10,1.3449817992719708,0
5,R,2020-08-18 00:50:13,2020-08-18 00:56:53,Role 2,10,1.311804472178887,0
6,P,2020-08-18 00:52:59,2020-08-18 00:58:45,Role 5,10,1.0064482579303171,0
2,P,2020-08-18 00:58:45,2020-08-18 01:02:00,Role 5,10,1.0064482579303171,0
7,G,2020-08-18 01:03:07,2020-08-18 01:04:02,Role 5,10,1.0420176807072283,2
5,S,2020-08-18 00:57:41,2020-08-18 01:04:16,Role 2,10,1.0640665626625065,0
5,T,2020-08-18 01:04:58,2020-08-18 01:07:33,Role 2,10,1.0728029121164846,0
5,I,2020-08-18 01:09:17,2020-08-18 01:11:47,Role 5,10,1.0636505460218408,0
2,Q,2020-08-18 01:03:20,2020-08-18 01:12:01,Role 2,10,2.0520020800832035,0
5,J,2020-08-18 01:14:20,2020-08-18 01:15:57,Role 5,10,1.3449817992719708,0
2,R,2020-08-18 01:12:40,2020-08-18 01:20:59,Role 2,10,1.311804472178887,0
5,P,2020-08-18 01:18:58,2020-08-18 01:21:52,Role 5,10,1.0064482579303171,0
2,S,2020-08-18 01:21:05,2020-08-18 01:25:21,Role 2,11,1.0640665626625065,0
2,T,2020-08-18 01:25:42,2020-08-18 01:26:01,Role 2,11,1.0728029121164846,0
8,A,2020-08-18 01:21:52,2020-08-18 01:27:17,Role 5,11,1.0431617264690587,0
5,Q,2020-08-18 01:23:20,2020-08-18 01:29:35,Role 2,11,2.0520020800832035,0
2,I,2020-08-18 01:28:34,2020-08-18 01:30:20,Role 5,11,1.0636505460218408,0
6,Q,2020-08-18 01:03:13,2020-08-18 01:35:22,Role 2,10,1.0520020800832033,0
5,R,2020-08-18 01:30:20,2020-08-18 01:37:15,Role 2,11,1.311804472178887,0
