caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:43:10,2020-08-17 14:48:37,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 15:13:34,2020-08-17 15:17:47,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 15:17:47,2020-08-17 15:21:19,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 15:21:19,2020-08-17 15:25:13,Role 5,6,1.03733749349974,0
1,C,2020-08-17 15:25:13,2020-08-17 15:32:06,Role 5,6,1.0390015600624025,0
1,D,2020-08-17 15:32:06,2020-08-17 15:41:20,Role 5,6,1.040665626625065,0
2,A,2020-08-17 15:41:20,2020-08-17 15:46:47,Role 5,7,1.0431617264690587,0
1,H,2020-08-17 15:46:47,2020-08-17 15:51:12,Role 5,7,1.0451378055122205,1
2,B,2020-08-17 16:15:22,2020-08-17 16:19:34,Role 5,7,1.0436817472698907,1
3,A,2020-08-17 16:19:34,2020-08-17 16:25:01,Role 5,8,1.0431617264690587,0
2,E,2020-08-17 16:25:01,2020-08-17 16:28:33,Role 5,8,1.0422256890275612,1
2,F,2020-08-17 16:28:33,2020-08-17 16:32:27,Role 5,8,1.03733749349974,0
2,C,2020-08-17 16:32:27,2020-08-17 16:39:21,Role 5,8,1.0390015600624025,0
2,D,2020-08-17 16:39:21,2020-08-17 16:48:40,Role 5,8,1.040665626625065,0
2,H,2020-08-17 16:48:40,2020-08-17 16:53:06,Role 5,8,1.0451378055122205,0
3,B,2020-08-17 16:54:22,2020-08-17 16:58:34,Role 5,8,1.0436817472698907,1
3,E,2020-08-17 16:58:34,2020-08-17 17:02:06,Role 5,8,1.0422256890275612,0
3,F,2020-08-17 17:02:06,2020-08-17 17:06:00,Role 5,8,1.03733749349974,0
3,C,2020-08-17 17:06:00,2020-08-17 17:12:55,Role 5,8,1.0390015600624025,0
1,G,2020-08-17 17:12:55,2020-08-17 17:14:00,Role 5,7,1.0420176807072283,0
3,D,2020-08-17 17:14:00,2020-08-17 17:23:23,Role 5,8,1.040665626625065,1
3,H,2020-08-17 17:23:23,2020-08-17 17:27:48,Role 5,8,1.0451378055122205,0
1,I,2020-08-17 17:41:27,2020-08-17 17:48:43,Role 5,8,1.0636505460218408,1
4,A,2020-08-17 17:48:43,2020-08-17 17:54:10,Role 5,9,1.0431617264690587,0
1,J,2020-08-17 18:00:14,2020-08-17 18:03:08,Role 5,9,1.3449817992719708,1
1,P,2020-08-17 18:14:31,2020-08-17 18:17:28,Role 5,9,1.0064482579303171,0
2,G,2020-08-17 18:17:28,2020-08-17 18:18:32,Role 5,8,1.0420176807072283,0
4,B,2020-08-17 18:24:18,2020-08-17 18:28:26,Role 5,9,1.0436817472698907,0
4,E,2020-08-17 18:28:26,2020-08-17 18:31:58,Role 5,9,1.0422256890275612,0
1,Q,2020-08-17 18:22:22,2020-08-17 18:33:23,Role 2,9,1.0520020800832033,0
4,F,2020-08-17 18:31:58,2020-08-17 18:35:52,Role 5,9,1.03733749349974,0
1,R,2020-08-17 18:35:15,2020-08-17 18:40:37,Role 2,9,1.311804472178887,0
4,C,2020-08-17 18:35:52,2020-08-17 18:42:38,Role 5,9,1.0390015600624025,0
1,S,2020-08-17 18:41:17,2020-08-17 18:44:42,Role 2,9,1.0640665626625065,0
1,T,2020-08-17 18:44:57,2020-08-17 18:46:44,Role 2,9,1.0728029121164846,0
4,D,2020-08-17 18:42:38,2020-08-17 18:51:32,Role 5,9,1.040665626625065,0
2,I,2020-08-17 18:51:32,2020-08-17 18:58:49,Role 5,9,1.0636505460218408,0
3,G,2020-08-17 18:58:49,2020-08-17 18:59:53,Role 5,8,1.0420176807072283,0
4,H,2020-08-17 18:59:53,2020-08-17 19:04:10,Role 5,8,1.0451378055122205,2
2,J,2020-08-17 19:10:20,2020-08-17 19:13:15,Role 5,8,1.3449817992719708,2
2,K,2020-08-17 19:24:50,2020-08-17 19:27:47,Role 5,8,1.0498179927197089,0
3,I,2020-08-17 19:27:47,2020-08-17 19:35:01,Role 5,8,1.0636505460218408,1
5,A,2020-08-17 19:36:22,2020-08-17 19:41:49,Role 5,9,1.0431617264690587,0
2,M,2020-08-17 19:41:49,2020-08-17 19:44:46,Role 5,8,1.015600624024961,1
3,J,2020-08-17 19:46:32,2020-08-17 19:49:14,Role 5,8,1.3449817992719708,0
3,P,2020-08-17 20:00:31,2020-08-17 20:03:13,Role 5,9,1.0064482579303171,0
5,B,2020-08-17 20:08:56,2020-08-17 20:13:04,Role 5,9,1.0436817472698907,1
5,E,2020-08-17 20:13:04,2020-08-17 20:16:36,Role 5,9,1.0422256890275612,0
5,F,2020-08-17 20:16:36,2020-08-17 20:20:33,Role 5,9,1.03733749349974,0
3,Q,2020-08-17 20:08:35,2020-08-17 20:21:39,Role 2,9,1.0520020800832033,0
5,C,2020-08-17 20:20:33,2020-08-17 20:27:44,Role 5,9,1.0390015600624025,0
3,R,2020-08-17 20:24:07,2020-08-17 20:29:40,Role 2,9,1.311804472178887,0
3,S,2020-08-17 20:30:53,2020-08-17 20:34:32,Role 2,9,1.0640665626625065,0
3,T,2020-08-17 20:35:12,2020-08-17 20:37:07,Role 2,9,1.0728029121164846,0
5,D,2020-08-17 20:27:44,2020-08-17 20:37:11,Role 5,9,1.040665626625065,0
4,G,2020-08-17 20:37:11,2020-08-17 20:38:06,Role 5,8,1.0420176807072283,0
5,H,2020-08-17 20:38:06,2020-08-17 20:42:30,Role 5,8,1.0451378055122205,1
6,A,2020-08-17 20:42:30,2020-08-17 20:48:02,Role 5,9,1.0431617264690587,0
4,I,2020-08-17 21:04:01,2020-08-17 21:11:59,Role 5,8,1.0636505460218408,1
2,U,2020-08-17 19:46:18,2020-08-17 21:22:18,Role 4,9,1.022464898595944,0
7,A,2020-08-17 21:21:02,2020-08-17 21:26:34,Role 5,10,1.0431617264690587,0
2,V,2020-08-17 21:22:18,2020-08-17 21:26:53,Role 4,10,1.0934997399895996,0
4,J,2020-08-17 21:26:34,2020-08-17 21:29:22,Role 5,9,1.3449817992719708,0
6,B,2020-08-17 21:29:27,2020-08-17 21:33:39,Role 5,9,1.0436817472698907,0
6,E,2020-08-17 21:33:39,2020-08-17 21:37:11,Role 5,10,1.0422256890275612,0
6,F,2020-08-17 21:37:11,2020-08-17 21:41:09,Role 5,10,1.03733749349974,0
4,K,2020-08-17 21:41:09,2020-08-17 21:44:06,Role 5,10,1.0498179927197089,0
6,C,2020-08-17 21:44:06,2020-08-17 21:51:25,Role 5,10,1.0390015600624025,1
6,D,2020-08-17 21:51:25,2020-08-17 22:01:27,Role 5,10,1.040665626625065,0
4,N,2020-08-17 22:01:27,2020-08-17 22:04:29,Role 5,10,1.0142485699427977,1
6,H,2020-08-17 22:04:29,2020-08-17 22:09:04,Role 5,10,1.0451378055122205,1
7,B,2020-08-17 22:09:04,2020-08-17 22:13:16,Role 5,10,1.0436817472698907,1
5,G,2020-08-17 22:13:16,2020-08-17 22:14:23,Role 5,9,1.0420176807072283,1
7,E,2020-08-17 22:14:23,2020-08-17 22:17:54,Role 5,10,1.0422256890275612,1
7,F,2020-08-17 22:17:54,2020-08-17 22:21:46,Role 5,10,1.03733749349974,0
7,C,2020-08-17 22:21:46,2020-08-17 22:28:39,Role 5,10,1.0390015600624025,0
7,D,2020-08-17 22:28:39,2020-08-17 22:38:08,Role 5,10,1.040665626625065,0
7,H,2020-08-17 22:38:08,2020-08-17 22:42:36,Role 5,10,1.0451378055122205,0
2,X,2020-08-17 21:26:53,2020-08-17 22:46:50,Role 4,10,1.0172646905876235,0
2,R,2020-08-17 22:47:00,2020-08-17 22:52:15,Role 2,10,1.311804472178887,0
5,I,2020-08-17 22:48:07,2020-08-17 22:55:52,Role 5,10,1.0636505460218408,1
2,S,2020-08-17 22:52:31,2020-08-17 22:56:37,Role 2,10,1.0640665626625065,0
2,T,2020-08-17 22:56:53,2020-08-17 22:59:05,Role 2,10,1.0728029121164846,0
2,I,2020-08-17 23:00:02,2020-08-17 23:02:45,Role 5,10,1.0636505460218408,0
2,J,2020-08-17 23:04:07,2020-08-17 23:05:34,Role 5,10,1.3449817992719708,0
2,K,2020-08-17 23:07:02,2020-08-17 23:11:58,Role 5,10,1.0498179927197089,0
5,J,2020-08-17 23:11:58,2020-08-17 23:15:16,Role 5,10,1.3449817992719708,0
2,N,2020-08-17 23:15:16,2020-08-17 23:22:11,Role 5,10,1.0142485699427977,1
8,A,2020-08-17 23:24:00,2020-08-17 23:29:25,Role 5,11,1.0431617264690587,0
5,K,2020-08-17 23:29:25,2020-08-17 23:32:51,Role 5,10,1.0498179927197089,1
6,G,2020-08-17 23:38:35,2020-08-17 23:39:56,Role 5,10,1.0420176807072283,1
5,N,2020-08-17 23:45:52,2020-08-17 23:49:06,Role 5,11,1.0142485699427977,0
4,Y,2020-08-17 22:08:11,2020-08-17 23:49:21,Role 3,10,1.0230889235569423,0
4,Z,2020-08-17 23:50:03,2020-08-17 23:55:22,Role 3,11,1.0908996359854395,0
7,G,2020-08-18 00:14:49,2020-08-18 00:16:20,Role 5,10,1.0420176807072283,0
2,Y,2020-08-17 23:22:11,2020-08-18 00:19:53,Role 3,10,2.0230889235569425,0
6,I,2020-08-18 00:16:20,2020-08-18 00:23:57,Role 5,11,1.0636505460218408,0
8,B,2020-08-18 00:23:57,2020-08-18 00:28:06,Role 5,11,1.0436817472698907,1
2,Z,2020-08-18 00:19:53,2020-08-18 00:32:26,Role 3,11,1.0908996359854395,0
9,A,2020-08-18 00:28:06,2020-08-18 00:33:38,Role 5,12,1.0431617264690587,0
8,E,2020-08-18 00:33:38,2020-08-18 00:37:09,Role 5,12,1.0422256890275612,1
6,J,2020-08-18 00:37:09,2020-08-18 00:41:30,Role 5,11,1.3449817992719708,1
8,F,2020-08-18 00:41:30,2020-08-18 00:45:17,Role 5,12,1.03733749349974,1
7,I,2020-08-18 00:45:17,2020-08-18 00:52:37,Role 5,11,1.0636505460218408,1
