caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:13:10,2020-08-17 14:18:37,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 14:43:34,2020-08-17 14:47:47,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 14:47:47,2020-08-17 14:51:20,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 14:51:20,2020-08-17 14:55:14,Role 5,6,1.03733749349974,0
1,C,2020-08-17 14:55:14,2020-08-17 15:02:07,Role 5,6,1.0390015600624025,0
1,D,2020-08-17 15:02:07,2020-08-17 15:11:20,Role 5,6,1.040665626625065,0
1,H,2020-08-17 15:11:20,2020-08-17 15:15:46,Role 5,6,1.0451378055122205,0
2,A,2020-08-17 15:32:46,2020-08-17 15:38:13,Role 5,7,1.0431617264690587,0
2,B,2020-08-17 16:03:53,2020-08-17 16:08:05,Role 5,7,1.0436817472698907,0
2,E,2020-08-17 16:08:05,2020-08-17 16:11:37,Role 5,7,1.0422256890275612,0
2,F,2020-08-17 16:11:37,2020-08-17 16:15:31,Role 5,7,1.03733749349974,0
2,C,2020-08-17 16:15:31,2020-08-17 16:22:25,Role 5,7,1.0390015600624025,0
2,D,2020-08-17 16:22:25,2020-08-17 16:31:43,Role 5,7,1.040665626625065,0
3,A,2020-08-17 16:31:43,2020-08-17 16:37:10,Role 5,8,1.0431617264690587,0
2,H,2020-08-17 16:37:10,2020-08-17 16:41:35,Role 5,8,1.0451378055122205,1
1,G,2020-08-17 16:41:35,2020-08-17 16:42:40,Role 5,6,1.0420176807072283,0
3,B,2020-08-17 17:06:31,2020-08-17 17:10:43,Role 5,8,1.0436817472698907,1
1,I,2020-08-17 17:10:43,2020-08-17 17:18:01,Role 5,8,1.0636505460218408,0
3,E,2020-08-17 17:18:01,2020-08-17 17:21:33,Role 5,8,1.0422256890275612,1
3,F,2020-08-17 17:21:33,2020-08-17 17:25:27,Role 5,8,1.03733749349974,0
3,C,2020-08-17 17:25:27,2020-08-17 17:32:21,Role 5,8,1.0390015600624025,0
1,J,2020-08-17 17:32:21,2020-08-17 17:35:15,Role 5,8,1.3449817992719708,1
3,D,2020-08-17 17:35:15,2020-08-17 17:44:38,Role 5,8,1.040665626625065,1
4,A,2020-08-17 17:44:38,2020-08-17 17:50:05,Role 5,9,1.0431617264690587,0
3,H,2020-08-17 17:50:05,2020-08-17 17:54:30,Role 5,9,1.0451378055122205,1
1,K,2020-08-17 17:54:30,2020-08-17 17:57:28,Role 5,8,1.0498179927197089,1
