caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:34:13,2020-08-17 14:39:40,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 15:04:37,2020-08-17 15:08:50,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 15:08:50,2020-08-17 15:12:22,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 15:12:22,2020-08-17 15:16:16,Role 5,6,1.03733749349974,0
1,C,2020-08-17 15:16:16,2020-08-17 15:23:09,Role 5,6,1.0390015600624025,0
2,A,2020-08-17 15:23:09,2020-08-17 15:28:36,Role 5,7,1.0431617264690587,0
1,D,2020-08-17 15:28:36,2020-08-17 15:37:50,Role 5,7,1.040665626625065,1
1,H,2020-08-17 15:37:50,2020-08-17 15:42:15,Role 5,7,1.0451378055122205,0
2,B,2020-08-17 15:57:11,2020-08-17 16:01:23,Role 5,7,1.0436817472698907,1
2,E,2020-08-17 16:01:23,2020-08-17 16:04:55,Role 5,7,1.0422256890275612,0
2,F,2020-08-17 16:04:55,2020-08-17 16:08:49,Role 5,7,1.03733749349974,0
2,C,2020-08-17 16:08:49,2020-08-17 16:15:43,Role 5,7,1.0390015600624025,0
3,A,2020-08-17 16:15:43,2020-08-17 16:21:10,Role 5,8,1.0431617264690587,0
2,D,2020-08-17 16:21:10,2020-08-17 16:30:29,Role 5,8,1.040665626625065,1
2,H,2020-08-17 16:30:29,2020-08-17 16:34:54,Role 5,8,1.0451378055122205,0
3,B,2020-08-17 16:50:31,2020-08-17 16:54:43,Role 5,8,1.0436817472698907,1
3,E,2020-08-17 16:54:43,2020-08-17 16:58:15,Role 5,8,1.0422256890275612,0
3,F,2020-08-17 16:58:15,2020-08-17 17:02:09,Role 5,8,1.03733749349974,0
3,C,2020-08-17 17:02:09,2020-08-17 17:09:04,Role 5,8,1.0390015600624025,0
1,G,2020-08-17 17:09:04,2020-08-17 17:10:09,Role 5,7,1.0420176807072283,0
3,D,2020-08-17 17:10:09,2020-08-17 17:19:32,Role 5,8,1.040665626625065,1
3,H,2020-08-17 17:19:32,2020-08-17 17:23:57,Role 5,8,1.0451378055122205,0
4,A,2020-08-17 17:29:58,2020-08-17 17:35:25,Role 5,9,1.0431617264690587,0
1,I,2020-08-17 17:37:40,2020-08-17 17:44:58,Role 5,8,1.0636505460218408,1
1,J,2020-08-17 17:56:30,2020-08-17 17:59:25,Role 5,9,1.3449817992719708,0
2,G,2020-08-17 17:59:25,2020-08-17 18:00:29,Role 5,8,1.0420176807072283,0
4,B,2020-08-17 18:02:32,2020-08-17 18:06:44,Role 5,9,1.0436817472698907,0
4,E,2020-08-17 18:06:44,2020-08-17 18:10:16,Role 5,9,1.0422256890275612,0
4,F,2020-08-17 18:10:16,2020-08-17 18:14:10,Role 5,9,1.03733749349974,0
1,P,2020-08-17 18:14:10,2020-08-17 18:17:08,Role 5,9,1.0064482579303171,1
4,C,2020-08-17 18:17:08,2020-08-17 18:24:04,Role 5,9,1.0390015600624025,1
4,D,2020-08-17 18:24:04,2020-08-17 18:33:23,Role 5,9,1.040665626625065,0
1,Q,2020-08-17 18:22:03,2020-08-17 18:34:20,Role 2,9,1.0520020800832033,0
2,I,2020-08-17 18:33:23,2020-08-17 18:40:40,Role 5,9,1.0636505460218408,0
1,R,2020-08-17 18:36:14,2020-08-17 18:41:21,Role 2,10,1.311804472178887,0
1,S,2020-08-17 18:42:01,2020-08-17 18:45:28,Role 2,10,1.0640665626625065,0
5,A,2020-08-17 18:40:40,2020-08-17 18:45:58,Role 5,10,1.0431617264690587,1
1,T,2020-08-17 18:45:41,2020-08-17 18:47:35,Role 2,10,1.0728029121164846,0
4,H,2020-08-17 18:45:58,2020-08-17 18:50:21,Role 5,10,1.0451378055122205,2
3,G,2020-08-17 18:50:21,2020-08-17 18:51:25,Role 5,8,1.0420176807072283,0
