caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:30:28,2020-08-17 14:35:55,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 15:00:52,2020-08-17 15:05:05,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 15:05:05,2020-08-17 15:08:37,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 15:08:37,2020-08-17 15:12:31,Role 5,6,1.03733749349974,0
1,C,2020-08-17 15:12:31,2020-08-17 15:19:24,Role 5,6,1.0390015600624025,0
1,D,2020-08-17 15:19:24,2020-08-17 15:28:38,Role 5,6,1.040665626625065,0
1,H,2020-08-17 15:28:38,2020-08-17 15:33:04,Role 5,6,1.0451378055122205,0
2,A,2020-08-17 16:14:01,2020-08-17 16:19:28,Role 5,7,1.0431617264690587,0
2,B,2020-08-17 16:45:08,2020-08-17 16:49:20,Role 5,7,1.0436817472698907,0
2,E,2020-08-17 16:49:20,2020-08-17 16:52:52,Role 5,7,1.0422256890275612,0
2,F,2020-08-17 16:52:52,2020-08-17 16:56:46,Role 5,7,1.03733749349974,0
1,G,2020-08-17 16:56:46,2020-08-17 16:57:51,Role 5,6,1.0420176807072283,0
2,C,2020-08-17 16:57:51,2020-08-17 17:04:44,Role 5,7,1.0390015600624025,1
2,D,2020-08-17 17:04:44,2020-08-17 17:14:03,Role 5,7,1.040665626625065,0
2,H,2020-08-17 17:14:03,2020-08-17 17:18:27,Role 5,7,1.0451378055122205,0
3,A,2020-08-17 17:20:52,2020-08-17 17:26:19,Role 5,8,1.0431617264690587,0
1,I,2020-08-17 17:26:19,2020-08-17 17:33:36,Role 5,7,1.0636505460218408,1
1,J,2020-08-17 17:45:01,2020-08-17 17:47:54,Role 5,8,1.3449817992719708,0
3,B,2020-08-17 17:52:42,2020-08-17 17:56:54,Role 5,8,1.0436817472698907,1
3,E,2020-08-17 17:56:54,2020-08-17 18:00:26,Role 5,8,1.0422256890275612,0
1,P,2020-08-17 18:00:26,2020-08-17 18:03:21,Role 5,8,1.0064482579303171,0
3,F,2020-08-17 18:03:21,2020-08-17 18:07:15,Role 5,8,1.03733749349974,1
3,C,2020-08-17 18:07:15,2020-08-17 18:14:09,Role 5,8,1.0390015600624025,0
1,Q,2020-08-17 18:08:13,2020-08-17 18:20:13,Role 2,8,1.0520020800832033,0
3,D,2020-08-17 18:14:09,2020-08-17 18:23:24,Role 5,8,1.040665626625065,0
1,R,2020-08-17 18:22:04,2020-08-17 18:27:06,Role 2,8,1.311804472178887,0
3,H,2020-08-17 18:23:24,2020-08-17 18:27:46,Role 5,8,1.0451378055122205,0
1,S,2020-08-17 18:27:47,2020-08-17 18:30:52,Role 2,8,1.0640665626625065,0
1,T,2020-08-17 18:31:38,2020-08-17 18:33:16,Role 2,8,1.0728029121164846,0
2,G,2020-08-17 18:40:23,2020-08-17 18:41:26,Role 5,7,1.0420176807072283,0
2,I,2020-08-17 19:09:06,2020-08-17 19:16:17,Role 5,7,1.0636505460218408,0
4,A,2020-08-17 19:16:17,2020-08-17 19:21:44,Role 5,8,1.0431617264690587,0
2,J,2020-08-17 19:27:51,2020-08-17 19:30:43,Role 5,8,1.3449817992719708,1
2,P,2020-08-17 19:42:08,2020-08-17 19:45:01,Role 5,8,1.0064482579303171,0
4,B,2020-08-17 19:51:05,2020-08-17 19:55:13,Role 5,8,1.0436817472698907,0
3,G,2020-08-17 19:55:13,2020-08-17 19:56:26,Role 5,8,1.0420176807072283,0
4,E,2020-08-17 19:56:26,2020-08-17 19:59:58,Role 5,8,1.0422256890275612,1
