caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 15:49:46,2020-08-17 15:55:13,Role 5,6,1.0431617264690587,0
1,B,2020-08-17 16:20:10,2020-08-17 16:24:23,Role 5,6,1.0436817472698907,0
1,E,2020-08-17 16:24:23,2020-08-17 16:27:55,Role 5,6,1.0422256890275612,0
1,F,2020-08-17 16:27:55,2020-08-17 16:31:49,Role 5,6,1.03733749349974,0
1,C,2020-08-17 16:31:49,2020-08-17 16:38:41,Role 5,6,1.0390015600624025,0
1,D,2020-08-17 16:38:41,2020-08-17 16:47:56,Role 5,6,1.040665626625065,0
1,H,2020-08-17 16:47:56,2020-08-17 16:52:20,Role 5,6,1.0451378055122205,0
2,A,2020-08-17 16:55:15,2020-08-17 17:00:42,Role 5,7,1.0431617264690587,0
2,B,2020-08-17 17:26:22,2020-08-17 17:30:34,Role 5,7,1.0436817472698907,0
2,E,2020-08-17 17:30:34,2020-08-17 17:34:06,Role 5,7,1.0422256890275612,0
2,F,2020-08-17 17:34:06,2020-08-17 17:37:59,Role 5,7,1.03733749349974,0
3,A,2020-08-17 17:37:59,2020-08-17 17:43:26,Role 5,8,1.0431617264690587,0
2,C,2020-08-17 17:43:26,2020-08-17 17:50:20,Role 5,8,1.0390015600624025,1
2,D,2020-08-17 17:50:20,2020-08-17 17:59:40,Role 5,8,1.040665626625065,0
2,H,2020-08-17 17:59:40,2020-08-17 18:04:04,Role 5,8,1.0451378055122205,0
3,B,2020-08-17 18:12:47,2020-08-17 18:16:59,Role 5,8,1.0436817472698907,1
1,G,2020-08-17 18:16:59,2020-08-17 18:18:03,Role 5,6,1.0420176807072283,0
3,E,2020-08-17 18:18:03,2020-08-17 18:21:35,Role 5,8,1.0422256890275612,1
4,A,2020-08-17 18:21:35,2020-08-17 18:27:02,Role 5,9,1.0431617264690587,0
3,F,2020-08-17 18:27:02,2020-08-17 18:30:55,Role 5,9,1.03733749349974,1
3,C,2020-08-17 18:30:55,2020-08-17 18:37:49,Role 5,9,1.0390015600624025,0
3,D,2020-08-17 18:37:49,2020-08-17 18:47:15,Role 5,9,1.040665626625065,0
1,I,2020-08-17 18:47:15,2020-08-17 18:54:25,Role 5,8,1.0636505460218408,1
3,H,2020-08-17 18:54:25,2020-08-17 18:58:49,Role 5,9,1.0451378055122205,1
4,B,2020-08-17 18:58:49,2020-08-17 19:03:01,Role 5,9,1.0436817472698907,1
4,E,2020-08-17 19:03:01,2020-08-17 19:06:33,Role 5,9,1.0422256890275612,0
1,J,2020-08-17 19:06:33,2020-08-17 19:09:24,Role 5,9,1.3449817992719708,1
4,F,2020-08-17 19:09:24,2020-08-17 19:13:17,Role 5,9,1.03733749349974,1
4,C,2020-08-17 19:13:17,2020-08-17 19:20:12,Role 5,9,1.0390015600624025,0
4,D,2020-08-17 19:20:12,2020-08-17 19:29:42,Role 5,9,1.040665626625065,0
1,K,2020-08-17 19:29:42,2020-08-17 19:32:38,Role 5,9,1.0498179927197089,1
5,A,2020-08-17 19:32:38,2020-08-17 19:38:05,Role 5,10,1.0431617264690587,1
2,G,2020-08-17 19:38:05,2020-08-17 19:39:07,Role 5,8,1.0420176807072283,0
4,H,2020-08-17 19:39:07,2020-08-17 19:43:31,Role 5,10,1.0451378055122205,3
1,N,2020-08-17 19:44:05,2020-08-17 19:47:03,Role 5,10,1.0142485699427977,3
2,I,2020-08-17 20:07:15,2020-08-17 20:14:15,Role 5,10,1.0636505460218408,1
5,B,2020-08-17 20:14:15,2020-08-17 20:18:26,Role 5,10,1.0436817472698907,2
6,A,2020-08-17 20:18:26,2020-08-17 20:23:52,Role 5,11,1.0431617264690587,0
5,E,2020-08-17 20:23:52,2020-08-17 20:27:23,Role 5,11,1.0422256890275612,1
3,G,2020-08-17 20:27:23,2020-08-17 20:28:29,Role 5,9,1.0420176807072283,1
2,J,2020-08-17 20:28:29,2020-08-17 20:31:34,Role 5,10,1.3449817992719708,1
5,F,2020-08-17 20:31:34,2020-08-17 20:35:23,Role 5,11,1.03733749349974,2
5,C,2020-08-17 20:35:23,2020-08-17 20:41:56,Role 5,11,1.0390015600624025,0
5,D,2020-08-17 20:41:56,2020-08-17 20:51:00,Role 5,11,1.040665626625065,0
2,P,2020-08-17 20:51:00,2020-08-17 20:54:04,Role 5,11,1.0064482579303171,1
5,H,2020-08-17 20:54:04,2020-08-17 20:58:24,Role 5,11,1.0451378055122205,1
3,I,2020-08-17 20:58:24,2020-08-17 21:05:14,Role 5,11,1.0636505460218408,2
2,Q,2020-08-17 20:59:03,2020-08-17 21:08:53,Role 2,11,1.0520020800832033,0
6,B,2020-08-17 21:06:10,2020-08-17 21:10:15,Role 5,11,1.0436817472698907,2
4,G,2020-08-17 21:10:15,2020-08-17 21:11:21,Role 5,10,1.0420176807072283,0
6,E,2020-08-17 21:11:21,2020-08-17 21:14:51,Role 5,11,1.0422256890275612,1
2,R,2020-08-17 21:10:50,2020-08-17 21:15:34,Role 2,11,1.311804472178887,0
6,F,2020-08-17 21:14:51,2020-08-17 21:18:39,Role 5,11,1.03733749349974,0
2,S,2020-08-17 21:16:18,2020-08-17 21:19:21,Role 2,11,1.0640665626625065,0
2,T,2020-08-17 21:19:38,2020-08-17 21:21:13,Role 2,11,1.0728029121164846,0
3,J,2020-08-17 21:18:39,2020-08-17 21:21:51,Role 5,11,1.3449817992719708,0
1,Y,2020-08-17 19:49:50,2020-08-17 21:23:36,Role 3,10,1.0230889235569423,0
6,C,2020-08-17 21:21:51,2020-08-17 21:28:24,Role 5,11,1.0390015600624025,1
1,Z,2020-08-17 21:23:36,2020-08-17 21:29:21,Role 3,11,1.0908996359854395,0
2,I,2020-08-17 21:28:24,2020-08-17 21:30:10,Role 5,11,1.0636505460218408,1
6,D,2020-08-17 21:30:10,2020-08-17 21:39:15,Role 5,11,1.040665626625065,1
2,J,2020-08-17 21:39:15,2020-08-17 21:40:21,Role 5,11,1.3449817992719708,1
3,K,2020-08-17 21:40:21,2020-08-17 21:43:27,Role 5,11,1.0498179927197089,1
6,H,2020-08-17 21:43:27,2020-08-17 21:47:40,Role 5,11,1.0451378055122205,2
4,I,2020-08-17 21:47:40,2020-08-17 21:54:28,Role 5,11,1.0636505460218408,1
2,P,2020-08-17 21:54:28,2020-08-17 21:58:30,Role 5,11,1.0064482579303171,3
3,N,2020-08-17 21:58:30,2020-08-17 22:01:35,Role 5,11,1.0142485699427977,2
4,J,2020-08-17 22:06:34,2020-08-17 22:09:52,Role 5,11,1.3449817992719708,1
2,Q,2020-08-17 21:59:37,2020-08-17 22:13:58,Role 2,11,1.0520020800832033,0
7,A,2020-08-17 22:15:31,2020-08-17 22:20:48,Role 5,12,1.0431617264690587,0
2,R,2020-08-17 22:14:58,2020-08-17 22:24:08,Role 2,11,1.311804472178887,0
4,K,2020-08-17 22:22:25,2020-08-17 22:25:48,Role 5,11,1.0498179927197089,0
