caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:43:10,2020-08-17 14:49:43,Role 5,5,2.008450704225352,0
1,B,2020-08-17 15:15:38,2020-08-17 15:18:35,Role 5,5,2.028169014084507,0
1,E,2020-08-17 15:18:55,2020-08-17 15:21:09,Role 5,5,2.0140845070422535,0
1,F,2020-08-17 15:21:24,2020-08-17 15:24:15,Role 5,5,2.0253521126760563,0
1,C,2020-08-17 15:24:32,2020-08-17 15:31:13,Role 5,5,2.0140845070422535,0
1,D,2020-08-17 15:31:30,2020-08-17 15:40:33,Role 5,5,2.0225352112676056,0
2,A,2020-08-17 15:40:33,2020-08-17 15:47:05,Role 5,6,2.008450704225352,1
1,H,2020-08-17 15:47:05,2020-08-17 15:50:27,Role 5,6,2.028169014084507,1
2,B,2020-08-17 16:12:39,2020-08-17 16:15:33,Role 5,6,2.028169014084507,1
1,G,2020-08-17 16:54:03,2020-08-17 16:54:36,Role 5,6,2.0338028169014084,1
2,E,2020-08-17 16:54:36,2020-08-17 16:56:48,Role 5,6,2.0140845070422535,1
3,A,2020-08-17 16:56:48,2020-08-17 17:03:19,Role 5,7,2.008450704225352,2
1,I,2020-08-17 17:19:48,2020-08-17 17:28:29,Role 5,7,2.0405405405405403,2
2,F,2020-08-17 17:28:29,2020-08-17 17:31:20,Role 5,7,2.0253521126760563,2
3,B,2020-08-17 17:31:20,2020-08-17 17:34:11,Role 5,7,2.028169014084507,2
1,J,2020-08-17 17:39:38,2020-08-17 17:39:38,Role 5,7,2.0367504835589942,2
2,C,2020-08-17 17:39:38,2020-08-17 17:46:22,Role 5,7,2.0140845070422535,2
3,E,2020-08-17 17:46:22,2020-08-17 17:48:33,Role 5,7,2.0140845070422535,2
1,P,2020-08-17 17:48:33,2020-08-17 17:58:31,Role 5,7,2.017857142857143,2
4,A,2020-08-17 17:58:31,2020-08-17 18:05:07,Role 5,8,2.008450704225352,3
2,D,2020-08-17 18:05:07,2020-08-17 18:14:21,Role 5,8,2.0225352112676056,3
3,F,2020-08-17 18:14:21,2020-08-17 18:17:12,Role 5,8,2.0253521126760563,3
4,B,2020-08-17 18:32:55,2020-08-17 18:35:41,Role 5,8,2.028169014084507,2
2,H,2020-08-17 18:35:41,2020-08-17 18:39:02,Role 5,8,2.028169014084507,2
3,C,2020-08-17 18:39:02,2020-08-17 18:45:37,Role 5,8,2.0140845070422535,2
4,E,2020-08-17 18:45:37,2020-08-17 18:47:46,Role 5,8,2.0140845070422535,2
1,Q,2020-08-17 17:59:55,2020-08-17 19:23:45,Role 2,8,2.017857142857143,0
1,R,2020-08-17 19:24:26,2020-08-17 19:46:28,Role 2,8,2.1288659793814433,0
1,S,2020-08-17 19:46:55,2020-08-17 19:48:56,Role 2,9,2.0618556701030926,0
1,T,2020-08-17 19:49:17,2020-08-17 19:49:33,Role 2,9,2.09020618556701,0
2,G,2020-08-17 19:57:42,2020-08-17 19:58:15,Role 5,8,2.0338028169014084,2
3,D,2020-08-17 19:58:15,2020-08-17 20:07:13,Role 5,8,2.0225352112676056,2
4,F,2020-08-17 20:07:13,2020-08-17 20:10:03,Role 5,8,2.0253521126760563,2
5,A,2020-08-17 20:10:03,2020-08-17 20:16:31,Role 5,9,2.008450704225352,3
1,I,2020-08-17 20:16:31,2020-08-17 20:19:42,Role 5,9,2.0405405405405403,4
2,I,2020-08-17 20:19:42,2020-08-17 20:28:52,Role 5,9,2.0405405405405403,4
3,H,2020-08-17 20:28:52,2020-08-17 20:32:17,Role 5,9,2.028169014084507,4
4,C,2020-08-17 20:32:17,2020-08-17 20:39:14,Role 5,9,2.0140845070422535,4
5,B,2020-08-17 20:45:31,2020-08-17 20:48:15,Role 5,9,2.028169014084507,4
1,J,2020-08-17 20:48:15,2020-08-17 20:48:21,Role 5,9,2.0367504835589942,4
2,J,2020-08-17 20:48:21,2020-08-17 20:48:21,Role 5,9,2.0367504835589942,4
3,G,2020-08-17 21:50:48,2020-08-17 21:51:12,Role 5,9,2.0338028169014084,4
4,D,2020-08-17 21:51:12,2020-08-17 22:00:33,Role 5,9,2.0225352112676056,4
6,A,2020-08-17 22:00:33,2020-08-17 22:07:00,Role 5,10,2.008450704225352,5
5,E,2020-08-17 22:07:00,2020-08-17 22:09:07,Role 5,10,2.0140845070422535,5
1,P,2020-08-17 22:09:07,2020-08-17 22:12:10,Role 5,10,2.017857142857143,5
