caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:42:03,2020-08-17 14:48:36,Role 5,5,2.008450704225352,0
1,B,2020-08-17 15:14:31,2020-08-17 15:17:28,Role 5,5,2.028169014084507,0
1,E,2020-08-17 15:17:48,2020-08-17 15:20:02,Role 5,5,2.0140845070422535,0
1,F,2020-08-17 15:20:17,2020-08-17 15:23:08,Role 5,5,2.0253521126760563,0
1,C,2020-08-17 15:23:25,2020-08-17 15:30:06,Role 5,5,2.0140845070422535,0
1,D,2020-08-17 15:30:23,2020-08-17 15:39:26,Role 5,5,2.0225352112676056,0
1,H,2020-08-17 15:39:50,2020-08-17 15:43:12,Role 5,5,2.028169014084507,0
1,G,2020-08-17 16:46:25,2020-08-17 16:46:58,Role 5,5,2.0338028169014084,0
2,A,2020-08-17 16:46:58,2020-08-17 16:53:29,Role 5,6,2.008450704225352,1
3,A,2020-08-17 16:53:29,2020-08-17 17:00:00,Role 5,7,2.008450704225352,2
1,I,2020-08-17 17:12:10,2020-08-17 17:20:49,Role 5,7,2.0405405405405403,2
2,B,2020-08-17 17:20:49,2020-08-17 17:23:40,Role 5,7,2.028169014084507,2
3,B,2020-08-17 17:26:50,2020-08-17 17:29:41,Role 5,7,2.028169014084507,2
1,J,2020-08-17 17:31:57,2020-08-17 17:31:57,Role 5,7,2.0367504835589942,2
2,E,2020-08-17 17:31:57,2020-08-17 17:34:09,Role 5,7,2.0140845070422535,2
3,E,2020-08-17 17:34:09,2020-08-17 17:36:21,Role 5,7,2.0140845070422535,2
1,P,2020-08-17 17:39:12,2020-08-17 17:49:07,Role 5,7,2.017857142857143,2
2,F,2020-08-17 17:49:07,2020-08-17 17:51:58,Role 5,7,2.0253521126760563,2
3,F,2020-08-17 17:51:58,2020-08-17 17:54:49,Role 5,7,2.0253521126760563,2
4,A,2020-08-17 17:54:49,2020-08-17 18:01:25,Role 5,8,2.008450704225352,3
2,C,2020-08-17 18:01:25,2020-08-17 18:07:59,Role 5,8,2.0140845070422535,2
3,C,2020-08-17 18:07:59,2020-08-17 18:14:33,Role 5,8,2.0140845070422535,2
4,B,2020-08-17 18:29:13,2020-08-17 18:31:58,Role 5,8,2.028169014084507,2
2,D,2020-08-17 18:31:58,2020-08-17 18:41:02,Role 5,8,2.0225352112676056,2
3,D,2020-08-17 18:41:02,2020-08-17 18:50:06,Role 5,8,2.0225352112676056,2
5,A,2020-08-17 18:50:06,2020-08-17 18:56:41,Role 5,9,2.008450704225352,3
4,E,2020-08-17 18:56:41,2020-08-17 18:58:50,Role 5,9,2.0140845070422535,3
2,H,2020-08-17 18:58:50,2020-08-17 19:02:13,Role 5,9,2.028169014084507,3
3,H,2020-08-17 19:02:13,2020-08-17 19:05:36,Role 5,9,2.028169014084507,3
1,Q,2020-08-17 17:50:31,2020-08-17 19:14:30,Role 2,8,2.017857142857143,0
5,B,2020-08-17 19:25:10,2020-08-17 19:27:54,Role 5,9,2.028169014084507,3
4,F,2020-08-17 19:27:54,2020-08-17 19:30:45,Role 5,9,2.0253521126760563,3
1,R,2020-08-17 19:15:12,2020-08-17 19:37:03,Role 2,9,2.1288659793814433,0
1,S,2020-08-17 19:37:30,2020-08-17 19:39:29,Role 2,10,2.0618556701030926,0
1,T,2020-08-17 19:39:51,2020-08-17 19:40:06,Role 2,10,2.09020618556701,0
2,G,2020-08-17 20:21:47,2020-08-17 20:22:18,Role 5,9,2.0338028169014084,3
3,G,2020-08-17 20:25:23,2020-08-17 20:25:54,Role 5,9,2.0338028169014084,3
6,A,2020-08-17 20:25:54,2020-08-17 20:32:23,Role 5,10,2.008450704225352,4
5,E,2020-08-17 20:32:23,2020-08-17 20:34:31,Role 5,10,2.0140845070422535,4
4,C,2020-08-17 20:34:31,2020-08-17 20:41:11,Role 5,10,2.0140845070422535,4
