caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:30:28,2020-08-17 14:37:01,Role 5,5,2.008450704225352,0
1,B,2020-08-17 15:02:56,2020-08-17 15:05:53,Role 5,5,2.028169014084507,0
1,E,2020-08-17 15:06:13,2020-08-17 15:08:27,Role 5,5,2.0140845070422535,0
1,F,2020-08-17 15:08:42,2020-08-17 15:11:33,Role 5,5,2.0253521126760563,0
1,C,2020-08-17 15:11:50,2020-08-17 15:18:31,Role 5,5,2.0140845070422535,0
1,D,2020-08-17 15:18:48,2020-08-17 15:27:51,Role 5,5,2.0225352112676056,0
1,H,2020-08-17 15:28:15,2020-08-17 15:31:37,Role 5,5,2.028169014084507,0
1,G,2020-08-17 16:34:50,2020-08-17 16:35:24,Role 5,5,2.0338028169014084,0
2,A,2020-08-17 16:35:24,2020-08-17 16:41:55,Role 5,6,2.008450704225352,1
1,I,2020-08-17 17:00:25,2020-08-17 17:09:05,Role 5,6,2.0405405405405403,1
2,B,2020-08-17 17:09:05,2020-08-17 17:11:58,Role 5,6,2.028169014084507,1
1,J,2020-08-17 17:20:07,2020-08-17 17:20:07,Role 5,6,2.0367504835589942,1
2,E,2020-08-17 17:20:07,2020-08-17 17:22:19,Role 5,6,2.0140845070422535,1
1,P,2020-08-17 17:27:18,2020-08-17 17:37:08,Role 5,6,2.017857142857143,1
3,A,2020-08-17 17:37:08,2020-08-17 17:43:43,Role 5,7,2.008450704225352,2
2,F,2020-08-17 17:43:43,2020-08-17 17:46:34,Role 5,7,2.0253521126760563,2
3,B,2020-08-17 18:10:27,2020-08-17 18:13:15,Role 5,7,2.028169014084507,1
2,C,2020-08-17 18:13:15,2020-08-17 18:19:46,Role 5,7,2.0140845070422535,1
3,E,2020-08-17 18:19:46,2020-08-17 18:21:56,Role 5,7,2.0140845070422535,1
2,D,2020-08-17 18:21:56,2020-08-17 18:30:54,Role 5,7,2.0225352112676056,1
3,F,2020-08-17 18:30:54,2020-08-17 18:33:45,Role 5,7,2.0253521126760563,1
2,H,2020-08-17 18:33:45,2020-08-17 18:37:07,Role 5,7,2.028169014084507,1
3,C,2020-08-17 18:37:07,2020-08-17 18:43:50,Role 5,7,2.0140845070422535,1
1,Q,2020-08-17 17:38:32,2020-08-17 19:02:03,Role 2,7,2.017857142857143,0
1,R,2020-08-17 19:02:45,2020-08-17 19:23:52,Role 2,7,2.1288659793814433,0
1,S,2020-08-17 19:24:20,2020-08-17 19:26:17,Role 2,8,2.0618556701030926,0
1,T,2020-08-17 19:26:40,2020-08-17 19:26:53,Role 2,8,2.09020618556701,0
2,G,2020-08-17 19:56:00,2020-08-17 19:56:35,Role 5,7,2.0338028169014084,1
3,D,2020-08-17 19:56:35,2020-08-17 20:05:38,Role 5,7,2.0225352112676056,1
4,A,2020-08-17 20:05:38,2020-08-17 20:12:05,Role 5,8,2.008450704225352,2
2,I,2020-08-17 20:13:46,2020-08-17 20:22:58,Role 5,7,2.0405405405405403,2
3,H,2020-08-17 20:22:58,2020-08-17 20:26:26,Role 5,7,2.028169014084507,2
4,B,2020-08-17 20:39:08,2020-08-17 20:41:55,Role 5,7,2.028169014084507,2
2,J,2020-08-17 20:41:55,2020-08-17 20:41:55,Role 5,7,2.0367504835589942,2
3,G,2020-08-17 21:43:33,2020-08-17 21:43:58,Role 5,7,2.0338028169014084,2
5,A,2020-08-17 21:43:58,2020-08-17 21:50:23,Role 5,8,2.008450704225352,3
4,E,2020-08-17 21:50:23,2020-08-17 21:52:32,Role 5,8,2.0140845070422535,3
2,P,2020-08-17 21:52:32,2020-08-17 22:03:02,Role 5,8,2.017857142857143,3
3,I,2020-08-17 22:03:02,2020-08-17 22:12:03,Role 5,8,2.0405405405405403,3
5,B,2020-08-17 22:18:26,2020-08-17 22:21:09,Role 5,8,2.028169014084507,3
4,F,2020-08-17 22:21:09,2020-08-17 22:24:00,Role 5,8,2.0253521126760563,3
3,J,2020-08-17 22:24:00,2020-08-17 22:24:00,Role 5,8,2.0367504835589942,2
5,E,2020-08-17 22:24:00,2020-08-17 22:26:10,Role 5,8,2.0140845070422535,2
4,C,2020-08-17 22:26:10,2020-08-17 22:32:46,Role 5,8,2.0140845070422535,2
3,P,2020-08-17 22:32:46,2020-08-17 22:43:09,Role 5,8,2.017857142857143,2
5,F,2020-08-17 22:43:09,2020-08-17 22:46:00,Role 5,8,2.0253521126760563,2
4,D,2020-08-17 22:46:00,2020-08-17 22:55:09,Role 5,8,2.0225352112676056,2
5,C,2020-08-17 22:55:09,2020-08-17 23:01:41,Role 5,8,2.0140845070422535,1
4,H,2020-08-17 23:01:41,2020-08-17 23:05:01,Role 5,8,2.028169014084507,1
5,D,2020-08-17 23:05:01,2020-08-17 23:13:59,Role 5,8,2.0225352112676056,1
6,A,2020-08-17 23:13:59,2020-08-17 23:20:33,Role 5,9,2.008450704225352,2
2,Q,2020-08-17 22:03:37,2020-08-17 23:28:12,Role 2,8,2.017857142857143,0
2,R,2020-08-17 23:28:36,2020-08-17 23:52:12,Role 2,9,2.1288659793814433,0
2,S,2020-08-17 23:52:19,2020-08-17 23:54:19,Role 2,9,2.0618556701030926,0
2,T,2020-08-17 23:54:25,2020-08-17 23:54:41,Role 2,9,2.09020618556701,0
