caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:40:56,2020-08-17 14:47:29,Role 5,5,2.008450704225352,0
1,B,2020-08-17 15:13:24,2020-08-17 15:16:21,Role 5,5,2.028169014084507,0
1,E,2020-08-17 15:16:41,2020-08-17 15:18:55,Role 5,5,2.0140845070422535,0
1,F,2020-08-17 15:19:10,2020-08-17 15:22:01,Role 5,5,2.0253521126760563,0
1,C,2020-08-17 15:22:18,2020-08-17 15:28:59,Role 5,5,2.0140845070422535,0
1,D,2020-08-17 15:29:16,2020-08-17 15:38:19,Role 5,5,2.0225352112676056,0
1,H,2020-08-17 15:38:43,2020-08-17 15:42:05,Role 5,5,2.028169014084507,0
1,G,2020-08-17 16:45:18,2020-08-17 16:45:51,Role 5,5,2.0338028169014084,0
2,A,2020-08-17 16:45:51,2020-08-17 16:52:23,Role 5,6,2.008450704225352,1
3,A,2020-08-17 16:52:23,2020-08-17 16:58:54,Role 5,7,2.008450704225352,2
1,I,2020-08-17 17:11:03,2020-08-17 17:19:42,Role 5,7,2.0405405405405403,2
2,B,2020-08-17 17:19:42,2020-08-17 17:22:33,Role 5,7,2.028169014084507,2
3,B,2020-08-17 17:25:44,2020-08-17 17:28:35,Role 5,7,2.028169014084507,2
1,J,2020-08-17 17:30:50,2020-08-17 17:30:50,Role 5,7,2.0367504835589942,2
2,E,2020-08-17 17:30:50,2020-08-17 17:33:02,Role 5,7,2.0140845070422535,2
3,E,2020-08-17 17:33:02,2020-08-17 17:35:14,Role 5,7,2.0140845070422535,2
1,P,2020-08-17 17:38:05,2020-08-17 17:48:00,Role 5,7,2.017857142857143,2
2,F,2020-08-17 17:48:00,2020-08-17 17:50:52,Role 5,7,2.0253521126760563,2
3,F,2020-08-17 17:50:52,2020-08-17 17:53:43,Role 5,7,2.0253521126760563,2
4,A,2020-08-17 17:53:43,2020-08-17 18:00:19,Role 5,8,2.008450704225352,2
2,C,2020-08-17 18:00:19,2020-08-17 18:06:54,Role 5,8,2.0140845070422535,2
3,C,2020-08-17 18:06:54,2020-08-17 18:13:28,Role 5,8,2.0140845070422535,2
4,B,2020-08-17 18:27:54,2020-08-17 18:30:39,Role 5,8,2.028169014084507,2
2,D,2020-08-17 18:30:39,2020-08-17 18:39:41,Role 5,8,2.0225352112676056,2
5,A,2020-08-17 18:39:41,2020-08-17 18:46:17,Role 5,9,2.008450704225352,3
3,D,2020-08-17 18:46:17,2020-08-17 18:55:21,Role 5,9,2.0225352112676056,3
4,E,2020-08-17 18:55:21,2020-08-17 18:57:30,Role 5,9,2.0140845070422535,3
2,H,2020-08-17 18:57:30,2020-08-17 19:00:53,Role 5,9,2.028169014084507,3
1,Q,2020-08-17 17:49:24,2020-08-17 19:13:23,Role 2,7,2.017857142857143,0
5,B,2020-08-17 19:14:46,2020-08-17 19:17:30,Role 5,9,2.028169014084507,3
3,H,2020-08-17 19:17:30,2020-08-17 19:20:53,Role 5,9,2.028169014084507,3
4,F,2020-08-17 19:20:53,2020-08-17 19:23:44,Role 5,9,2.0253521126760563,3
1,R,2020-08-17 19:14:05,2020-08-17 19:35:56,Role 2,9,2.1288659793814433,0
1,S,2020-08-17 19:36:23,2020-08-17 19:38:23,Role 2,9,2.0618556701030926,0
1,T,2020-08-17 19:38:45,2020-08-17 19:39:00,Role 2,9,2.09020618556701,0
2,G,2020-08-17 20:20:27,2020-08-17 20:20:58,Role 5,9,2.0338028169014084,3
5,E,2020-08-17 20:20:58,2020-08-17 20:23:06,Role 5,9,2.0140845070422535,3
3,G,2020-08-17 20:40:39,2020-08-17 20:41:10,Role 5,9,2.0338028169014084,3
4,C,2020-08-17 20:41:10,2020-08-17 20:47:52,Role 5,9,2.0140845070422535,3
1,I,2020-08-17 20:47:52,2020-08-17 20:51:04,Role 5,9,2.0405405405405403,4
6,A,2020-08-17 20:51:04,2020-08-17 20:57:32,Role 5,10,2.008450704225352,5
2,I,2020-08-17 20:57:32,2020-08-17 21:06:50,Role 5,10,2.0405405405405403,5
5,F,2020-08-17 21:06:50,2020-08-17 21:09:41,Role 5,10,2.0253521126760563,5
3,I,2020-08-17 21:09:41,2020-08-17 21:19:00,Role 5,10,2.0405405405405403,5
4,D,2020-08-17 21:19:00,2020-08-17 21:28:34,Role 5,10,2.0225352112676056,5
1,J,2020-08-17 21:28:34,2020-08-17 21:28:40,Role 5,10,2.0367504835589942,5
6,B,2020-08-17 21:28:40,2020-08-17 21:31:22,Role 5,10,2.028169014084507,5
2,J,2020-08-17 21:31:22,2020-08-17 21:31:22,Role 5,10,2.0367504835589942,5
5,C,2020-08-17 21:31:22,2020-08-17 21:38:15,Role 5,10,2.0140845070422535,5
3,J,2020-08-17 21:38:15,2020-08-17 21:38:15,Role 5,10,2.0367504835589942,5
4,H,2020-08-17 21:38:15,2020-08-17 21:41:43,Role 5,10,2.028169014084507,5
1,K,2020-08-17 21:41:43,2020-08-17 21:44:54,Role 5,10,2.025974025974026,5
6,E,2020-08-17 21:44:54,2020-08-17 21:47:02,Role 5,10,2.0140845070422535,5
2,K,2020-08-17 21:47:02,2020-08-17 21:57:41,Role 5,10,2.025974025974026,5
