caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:13:10,2020-08-17 14:19:43,Role 5,5,2.008450704225352,0
1,B,2020-08-17 14:45:38,2020-08-17 14:48:35,Role 5,5,2.028169014084507,0
1,E,2020-08-17 14:48:55,2020-08-17 14:51:10,Role 5,5,2.0140845070422535,0
1,F,2020-08-17 14:51:25,2020-08-17 14:54:16,Role 5,5,2.0253521126760563,0
1,C,2020-08-17 14:54:33,2020-08-17 15:01:14,Role 5,5,2.0140845070422535,0
1,D,2020-08-17 15:01:31,2020-08-17 15:10:34,Role 5,5,2.0225352112676056,0
1,H,2020-08-17 15:10:58,2020-08-17 15:14:21,Role 5,5,2.028169014084507,0
1,G,2020-08-17 16:17:34,2020-08-17 16:18:08,Role 5,5,2.0338028169014084,0
2,A,2020-08-17 16:18:08,2020-08-17 16:24:39,Role 5,6,2.008450704225352,1
1,I,2020-08-17 16:43:09,2020-08-17 16:51:49,Role 5,6,2.0405405405405403,1
3,A,2020-08-17 16:51:49,2020-08-17 16:58:20,Role 5,7,2.008450704225352,2
2,B,2020-08-17 16:58:20,2020-08-17 17:01:12,Role 5,7,2.028169014084507,2
1,J,2020-08-17 17:02:55,2020-08-17 17:02:55,Role 5,7,2.0367504835589942,2
3,B,2020-08-17 17:25:10,2020-08-17 17:28:01,Role 5,7,2.028169014084507,2
2,E,2020-08-17 17:28:01,2020-08-17 17:30:13,Role 5,7,2.0140845070422535,2
1,K,2020-08-17 17:30:13,2020-08-17 17:39:35,Role 5,7,2.025974025974026,2
3,E,2020-08-17 17:39:35,2020-08-17 17:41:46,Role 5,7,2.0140845070422535,2
2,F,2020-08-17 17:41:46,2020-08-17 17:44:37,Role 5,7,2.0253521126760563,2
1,N,2020-08-17 17:44:37,2020-08-17 17:51:44,Role 5,7,2.052631578947368,2
3,F,2020-08-17 17:51:44,2020-08-17 17:54:37,Role 5,7,2.0253521126760563,2
4,A,2020-08-17 17:54:37,2020-08-17 18:01:00,Role 5,8,2.008450704225352,3
2,C,2020-08-17 18:01:00,2020-08-17 18:07:53,Role 5,8,2.0140845070422535,3
3,C,2020-08-17 18:07:53,2020-08-17 18:14:56,Role 5,8,2.0140845070422535,2
4,B,2020-08-17 18:34:33,2020-08-17 18:37:16,Role 5,8,2.028169014084507,2
5,A,2020-08-17 18:37:16,2020-08-17 18:43:39,Role 5,9,2.008450704225352,3
2,D,2020-08-17 18:43:39,2020-08-17 18:53:10,Role 5,9,2.0225352112676056,3
3,D,2020-08-17 18:53:10,2020-08-17 19:02:38,Role 5,9,2.0225352112676056,3
4,E,2020-08-17 19:02:38,2020-08-17 19:04:50,Role 5,9,2.0140845070422535,3
5,B,2020-08-17 19:20:37,2020-08-17 19:23:19,Role 5,9,2.028169014084507,3
2,H,2020-08-17 19:23:19,2020-08-17 19:26:49,Role 5,9,2.028169014084507,3
3,H,2020-08-17 19:26:49,2020-08-17 19:30:19,Role 5,9,2.028169014084507,3
4,F,2020-08-17 19:30:19,2020-08-17 19:33:16,Role 5,9,2.0253521126760563,3
5,E,2020-08-17 19:33:16,2020-08-17 19:35:27,Role 5,9,2.0140845070422535,3
1,Y,2020-08-17 17:52:33,2020-08-17 19:48:11,Role 3,8,2.017543859649123,0
1,Z,2020-08-17 19:48:49,2020-08-17 19:53:29,Role 3,9,2.114035087719298,0
2,G,2020-08-17 20:44:32,2020-08-17 20:44:57,Role 5,9,2.0338028169014084,3
3,G,2020-08-17 20:50:14,2020-08-17 20:50:38,Role 5,9,2.0338028169014084,3
4,C,2020-08-17 20:50:38,2020-08-17 20:57:55,Role 5,9,2.0140845070422535,3
5,F,2020-08-17 20:57:55,2020-08-17 21:00:52,Role 5,9,2.0253521126760563,3
6,A,2020-08-17 21:00:52,2020-08-17 21:07:13,Role 5,10,2.008450704225352,4
7,A,2020-08-17 21:07:13,2020-08-17 21:13:34,Role 5,11,2.008450704225352,5
2,I,2020-08-17 21:13:34,2020-08-17 21:22:58,Role 5,11,2.0405405405405403,5
1,AA,2020-08-17 19:54:24,2020-08-17 21:30:22,Role 3,9,2.0701754385964914,0
3,I,2020-08-17 21:22:58,2020-08-17 21:32:30,Role 5,11,2.0405405405405403,5
1,R,2020-08-17 21:30:49,2020-08-17 21:36:21,Role 2,11,2.1288659793814433,0
1,S,2020-08-17 21:36:21,2020-08-17 21:40:49,Role 2,11,2.0618556701030926,0
1,T,2020-08-17 21:40:49,2020-08-17 21:41:49,Role 2,11,2.09020618556701,0
4,D,2020-08-17 21:32:30,2020-08-17 21:42:07,Role 5,11,2.0225352112676056,5
5,C,2020-08-17 21:42:07,2020-08-17 21:49:15,Role 5,11,2.0140845070422535,5
6,B,2020-08-17 21:49:15,2020-08-17 21:51:53,Role 5,11,2.028169014084507,5
7,B,2020-08-17 21:52:42,2020-08-17 21:55:19,Role 5,11,2.028169014084507,5
2,J,2020-08-17 21:55:19,2020-08-17 21:55:19,Role 5,11,2.0367504835589942,5
3,J,2020-08-17 21:55:19,2020-08-17 21:55:19,Role 5,11,2.0367504835589942,5
1,I,2020-08-17 21:55:19,2020-08-17 21:57:56,Role 5,11,2.0405405405405403,6
4,H,2020-08-17 21:57:56,2020-08-17 22:01:17,Role 5,11,2.028169014084507,6
5,D,2020-08-17 22:01:17,2020-08-17 22:10:40,Role 5,11,2.0225352112676056,6
8,A,2020-08-17 22:10:40,2020-08-17 22:17:08,Role 5,12,2.008450704225352,7
6,E,2020-08-17 22:17:08,2020-08-17 22:19:15,Role 5,12,2.0140845070422535,7
7,E,2020-08-17 22:19:15,2020-08-17 22:21:22,Role 5,12,2.0140845070422535,7
2,P,2020-08-17 22:21:22,2020-08-17 22:32:50,Role 5,12,2.017857142857143,7
3,P,2020-08-17 22:32:50,2020-08-17 22:44:21,Role 5,12,2.017857142857143,7
1,J,2020-08-17 22:44:21,2020-08-17 22:44:21,Role 5,12,2.0367504835589942,7
4,G,2020-08-17 23:23:05,2020-08-17 23:23:05,Role 5,12,2.0338028169014084,7
5,H,2020-08-17 23:23:05,2020-08-17 23:26:28,Role 5,12,2.028169014084507,7
8,B,2020-08-17 23:26:28,2020-08-17 23:29:04,Role 5,12,2.028169014084507,7
6,F,2020-08-17 23:29:04,2020-08-17 23:31:57,Role 5,12,2.0253521126760563,7
7,F,2020-08-17 23:31:57,2020-08-17 23:34:51,Role 5,12,2.0253521126760563,7
1,P,2020-08-17 23:34:51,2020-08-17 23:37:46,Role 5,12,2.017857142857143,5
1,Q,2020-08-17 23:37:49,2020-08-17 23:49:45,Role 2,12,4.017857142857142,0
1,R,2020-08-17 23:49:45,2020-08-17 23:53:38,Role 2,12,2.1288659793814433,0
1,S,2020-08-17 23:53:38,2020-08-17 23:55:46,Role 2,12,2.0618556701030926,0
1,T,2020-08-17 23:55:46,2020-08-17 23:56:37,Role 2,12,2.09020618556701,0
2,Q,2020-08-17 22:33:23,2020-08-17 23:58:08,Role 2,12,2.017857142857143,0
4,I,2020-08-17 23:51:26,2020-08-18 00:00:38,Role 5,12,2.0405405405405403,5
