caseid,task,start:timestamp,time:timestamp,role,st_wip,st_tsk_wip,queue
1,A,2020-08-17 14:44:23,2020-08-17 14:50:56,Role 5,5,2.008450704225352,0
1,B,2020-08-17 15:16:51,2020-08-17 15:19:48,Role 5,5,2.028169014084507,0
1,E,2020-08-17 15:20:08,2020-08-17 15:22:22,Role 5,5,2.0140845070422535,0
1,F,2020-08-17 15:22:37,2020-08-17 15:25:28,Role 5,5,2.0253521126760563,0
1,C,2020-08-17 15:25:45,2020-08-17 15:32:26,Role 5,5,2.0140845070422535,0
2,A,2020-08-17 15:32:26,2020-08-17 15:38:58,Role 5,6,2.008450704225352,1
1,D,2020-08-17 15:38:58,2020-08-17 15:48:01,Role 5,6,2.0225352112676056,1
2,B,2020-08-17 16:04:32,2020-08-17 16:07:26,Role 5,6,2.028169014084507,1
1,H,2020-08-17 16:07:26,2020-08-17 16:10:48,Role 5,6,2.028169014084507,1
2,E,2020-08-17 16:10:48,2020-08-17 16:13:01,Role 5,6,2.0140845070422535,1
1,G,2020-08-17 17:14:23,2020-08-17 17:14:56,Role 5,6,2.0338028169014084,1
2,F,2020-08-17 17:14:56,2020-08-17 17:17:47,Role 5,6,2.0253521126760563,1
3,A,2020-08-17 17:17:47,2020-08-17 17:24:18,Role 5,7,2.008450704225352,2
1,I,2020-08-17 17:40:12,2020-08-17 17:48:54,Role 5,7,2.0405405405405403,2
2,C,2020-08-17 17:48:54,2020-08-17 17:55:37,Role 5,7,2.0140845070422535,2
3,B,2020-08-17 17:55:37,2020-08-17 17:58:27,Role 5,7,2.028169014084507,2
4,A,2020-08-17 17:58:27,2020-08-17 18:04:58,Role 5,8,2.008450704225352,3
1,J,2020-08-17 18:04:58,2020-08-17 18:04:58,Role 5,8,2.0367504835589942,3
2,D,2020-08-17 18:04:58,2020-08-17 18:14:03,Role 5,8,2.0225352112676056,3
3,E,2020-08-17 18:14:03,2020-08-17 18:16:14,Role 5,8,2.0140845070422535,3
4,B,2020-08-17 18:33:01,2020-08-17 18:35:49,Role 5,8,2.028169014084507,3
1,P,2020-08-17 18:35:49,2020-08-17 18:45:48,Role 5,8,2.017857142857143,3
2,H,2020-08-17 18:45:48,2020-08-17 18:49:11,Role 5,8,2.028169014084507,3
3,F,2020-08-17 18:49:11,2020-08-17 18:52:02,Role 5,8,2.0253521126760563,3
4,E,2020-08-17 18:52:02,2020-08-17 18:54:12,Role 5,8,2.0140845070422535,3
2,G,2020-08-17 20:07:18,2020-08-17 20:07:51,Role 5,8,2.0338028169014084,2
1,Q,2020-08-17 18:47:12,2020-08-17 20:11:12,Role 2,8,2.017857142857143,0
3,C,2020-08-17 20:07:51,2020-08-17 20:14:26,Role 5,8,2.0140845070422535,2
4,F,2020-08-17 20:14:26,2020-08-17 20:17:16,Role 5,8,2.0253521126760563,2
